entity_id,ontology_id,ontology_label,label,description,conceptual_layers,agent_layers,properties_json
algo.refine.building.road_tail.v1,algorithm,算法能力,FusionCode Road Tail Building Refinement,FusionCode Road Tail Building Refinement 用于 building_optimization，将 dt.building.conflict_optimized、dt.road.network 转换为 dt.building.conflict_optimized；工具引用为 fusion_algorithms:_handle_building_road_tail，基线成功率为 0.82。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.86, ""algo_id"": ""algo.refine.building.road_tail.v1"", ""algo_name"": ""FusionCode Road Tail Building Refinement"", ""alternatives"": [], ""input_types"": [""dt.building.conflict_optimized"", ""dt.road.network""], ""metadata"": {""algorithm_family"": ""fusioncode_decomposed"", ""claim_state"": ""runtime_supported"", ""handler_name"": ""_handle_building_road_tail"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_file"": ""algorithm_core/models/z1r3_conflict.py:road_tail_refinement""}, ""output_type"": ""dt.building.conflict_optimized"", ""stability_score"": 0.82, ""success_rate"": 0.82, ""task_type"": ""building_optimization"", ""tool_ref"": ""fusion_algorithms:_handle_building_road_tail"", ""usage_mode"": ""balanced""}"
algo.resolve.building.residual_priority.v1,algorithm,算法能力,FusionCode Residual Priority Conflict Resolution,FusionCode Residual Priority Conflict Resolution 用于 building_fusion，将 dt.building.fused_raw 转换为 dt.building.fused_raw；工具引用为 fusion_algorithms:_handle_building_residual_priority，基线成功率为 0.82。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.86, ""algo_id"": ""algo.resolve.building.residual_priority.v1"", ""algo_name"": ""FusionCode Residual Priority Conflict Resolution"", ""alternatives"": [], ""input_types"": [""dt.building.fused_raw""], ""metadata"": {""algorithm_family"": ""fusioncode_decomposed"", ""claim_state"": ""runtime_supported"", ""handler_name"": ""_handle_building_residual_priority"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_file"": ""algorithm_core/models/matching_engine.py:resolve_residual_conflicts_by_priority""}, ""output_type"": ""dt.building.fused_raw"", ""stability_score"": 0.82, ""success_rate"": 0.82, ""task_type"": ""building_fusion"", ""tool_ref"": ""fusion_algorithms:_handle_building_residual_priority"", ""usage_mode"": ""balanced""}"
algo.transform.raw_to_building_bundle,algorithm,算法能力,Raw Vector to Building Bundle,Raw Vector to Building Bundle 用于 transform，将 dt.raw.vector 转换为 dt.building.bundle；工具引用为 builtin:transform，基线成功率为 0.98。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.97, ""algo_id"": ""algo.transform.raw_to_building_bundle"", ""algo_name"": ""Raw Vector to Building Bundle"", ""alternatives"": [], ""input_types"": [""dt.raw.vector""], ""metadata"": {""evidence_basis"": ""deterministic_transform"", ""selection_profile"": ""preparation""}, ""output_type"": ""dt.building.bundle"", ""stability_score"": 0.96, ""success_rate"": 0.98, ""task_type"": ""transform"", ""tool_ref"": ""builtin:transform"", ""usage_mode"": ""normalization""}"
algo.transform.raw_to_road_bundle,algorithm,算法能力,Raw Vector to Road Bundle,Raw Vector to Road Bundle 用于 transform，将 dt.raw.vector 转换为 dt.road.bundle；工具引用为 builtin:transform，基线成功率为 0.98。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.97, ""algo_id"": ""algo.transform.raw_to_road_bundle"", ""algo_name"": ""Raw Vector to Road Bundle"", ""alternatives"": [], ""input_types"": [""dt.raw.vector""], ""metadata"": {""evidence_basis"": ""deterministic_transform"", ""selection_profile"": ""preparation""}, ""output_type"": ""dt.road.bundle"", ""stability_score"": 0.96, ""success_rate"": 0.98, ""task_type"": ""transform"", ""tool_ref"": ""builtin:transform"", ""usage_mode"": ""normalization""}"
algo.transform.trajectory_to_road_candidate,algorithm,算法能力,Trajectory To Road Candidate Reserved Seam,Trajectory To Road Candidate Reserved Seam 用于 transform，将 dt.trajectory.raw 转换为 dt.road.candidate；工具引用为 builtin:trajectory_pretransform_reserved，基线成功率为 0.0。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.0, ""algo_id"": ""algo.transform.trajectory_to_road_candidate"", ""algo_name"": ""Trajectory To Road Candidate Reserved Seam"", ""alternatives"": [], ""input_types"": [""dt.trajectory.raw""], ""metadata"": {""activation"": ""non_default"", ""claim_state"": ""reservation_only"", ""evidence_basis"": ""phase4_transform_reservation"", ""runtime_scope"": ""metadata_only"", ""runtime_status"": ""reservation_only"", ""selectable_now"": false, ""selection_profile"": ""reserved_seam""}, ""output_type"": ""dt.road.candidate"", ""stability_score"": 1.0, ""success_rate"": 0.0, ""task_type"": ""transform"", ""tool_ref"": ""builtin:trajectory_pretransform_reserved"", ""usage_mode"": ""reserved""}"
algo.validate.building.presence_raster.v1,algorithm,算法能力,FusionCode Building Presence Raster Validation,FusionCode Building Presence Raster Validation 用于 validation，将 dt.building.normalized_set、dt.raster.building_presence 转换为 dt.building.presence_validated_set；工具引用为 fusion_algorithms:_handle_building_presence_raster，基线成功率为 0.82。,data_algorithm_task_capability,reasoning_planning;audit_evolution,"{""accuracy_score"": 0.86, ""algo_id"": ""algo.validate.building.presence_raster.v1"", ""algo_name"": ""FusionCode Building Presence Raster Validation"", ""alternatives"": [], ""input_types"": [""dt.building.normalized_set"", ""dt.raster.building_presence""], ""metadata"": {""algorithm_family"": ""fusioncode_decomposed"", ""claim_state"": ""runtime_supported"", ""handler_name"": ""_handle_building_presence_raster"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_file"": ""algorithm_core/models/temporal_validator.py:validate_existence_parallel""}, ""output_type"": ""dt.building.presence_validated_set"", ""stability_score"": 0.82, ""success_rate"": 0.82, ""task_type"": ""validation"", ""tool_ref"": ""fusion_algorithms:_handle_building_presence_raster"", ""usage_mode"": ""balanced""}"
dn.task.building.fusion.input,data_need,数据需求,dn.task.building.fusion.input,Building fusion consumes prepared building bundles in the shared runtime path.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.building.bundle"", ""description"": ""Building fusion consumes prepared building bundles in the shared runtime path."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.building.fusion.input"", ""required"": true, ""task_id"": ""task.building.fusion""}"
dn.task.building.fusion.output,data_need,数据需求,dn.task.building.fusion.output,Building fusion produces fused building output.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.building.fused"", ""description"": ""Building fusion produces fused building output."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.building.fusion.output"", ""required"": true, ""task_id"": ""task.building.fusion""}"
dn.task.poi.fusion.input,data_need,数据需求,dn.task.poi.fusion.input,POI fusion consumes prepared POI bundles.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.poi.bundle"", ""description"": ""POI fusion consumes prepared POI bundles."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""bounded_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.poi.fusion.input"", ""required"": true, ""task_id"": ""task.poi.fusion""}"
dn.task.poi.fusion.output,data_need,数据需求,dn.task.poi.fusion.output,POI fusion produces fused POI output.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.poi.fused"", ""description"": ""POI fusion produces fused POI output."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""bounded_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.poi.fusion.output"", ""required"": true, ""task_id"": ""task.poi.fusion""}"
dn.task.road.fusion.input,data_need,数据需求,dn.task.road.fusion.input,Road fusion consumes prepared road bundles.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.road.bundle"", ""description"": ""Road fusion consumes prepared road bundles."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.road.fusion.input"", ""required"": true, ""task_id"": ""task.road.fusion""}"
dn.task.road.fusion.output,data_need,数据需求,dn.task.road.fusion.output,Road fusion produces fused road output.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.road.fused"", ""description"": ""Road fusion produces fused road output."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.road.fusion.output"", ""required"": true, ""task_id"": ""task.road.fusion""}"
dn.task.trajectory_to_road.input,data_need,数据需求,dn.task.trajectory_to_road.input,Reserved trajectory seam consumes raw trajectories.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.trajectory.raw"", ""description"": ""Reserved trajectory seam consumes raw trajectories."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""reservation_only"", ""runtime_role"": ""data_need"", ""runtime_status"": ""reservation_only""}, ""need_id"": ""dn.task.trajectory_to_road.input"", ""required"": true, ""task_id"": ""task.trajectory_to_road""}"
dn.task.trajectory_to_road.output,data_need,数据需求,dn.task.trajectory_to_road.output,Reserved trajectory seam produces road candidates.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.road.candidate"", ""description"": ""Reserved trajectory seam produces road candidates."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""reservation_only"", ""runtime_role"": ""data_need"", ""runtime_status"": ""reservation_only""}, ""need_id"": ""dn.task.trajectory_to_road.output"", ""required"": true, ""task_id"": ""task.trajectory_to_road""}"
dn.task.water.fusion.input,data_need,数据需求,dn.task.water.fusion.input,Water fusion consumes prepared water bundles.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.water.bundle"", ""description"": ""Water fusion consumes prepared water bundles."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.water.fusion.input"", ""required"": true, ""task_id"": ""task.water.fusion""}"
dn.task.water.fusion.output,data_need,数据需求,dn.task.water.fusion.output,Water fusion produces fused water polygons.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.water.fused"", ""description"": ""Water fusion produces fused water polygons."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.water.fusion.output"", ""required"": true, ""task_id"": ""task.water.fusion""}"
dn.task.waterways.fusion.input,data_need,数据需求,dn.task.waterways.fusion.input,Waterways fusion consumes prepared waterways bundles.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.waterways.bundle"", ""description"": ""Waterways fusion consumes prepared waterways bundles."", ""direction"": ""consumes"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.waterways.fusion.input"", ""required"": true, ""task_id"": ""task.waterways.fusion""}"
dn.task.waterways.fusion.output,data_need,数据需求,dn.task.waterways.fusion.output,Waterways fusion produces fused waterways output.,data_algorithm_task_capability,validation_policy,"{""data_type_id"": ""dt.waterways.fused"", ""description"": ""Waterways fusion produces fused waterways output."", ""direction"": ""produces"", ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""data_need"", ""runtime_status"": ""runtime_candidate""}, ""need_id"": ""dn.task.waterways.fusion.output"", ""required"": true, ""task_id"": ""task.waterways.fusion""}"
catalog.earthquake.building,data_source,数据源,Earthquake Building Bundle (OSM + Microsoft),Earthquake Building Bundle (OSM + Microsoft) 是 catalog 类型数据源，支持 dt.building.bundle；适用灾种 earthquake、generic，质量评分为 0.88，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""earthquake"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 96, ""freshness_score"": 0.71, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.building"", ""raw.microsoft.building""], ""height_semantics"": ""confidence_only"", ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/buildings/OSM"", ""Data/buildings/Microsoft""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""supports_tiling"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.building"", ""catalog.earthquake.building""], ""track_b_implementation_goal"": ""Expand the current building path from OSM plus one reference into a locked multi-source national workflow."", ""track_b_manual_preload_source_ids"": [""raw.openbuildingmap.building"", ""raw.google.open_buildings.vector"", ""raw.local.microsoft.building""], ""track_b_official_remote_source_ids"": [""raw.google.building"", ""raw.osm.building"", ""raw.microsoft.building""], ""track_b_reservation_only_source_ids"": [], ""track_b_theme"": ""building""}, ""quality_score"": 0.88, ""quality_tier"": ""curated"", ""source_id"": ""catalog.earthquake.building"", ""source_kind"": ""catalog"", ""source_name"": ""Earthquake Building Bundle (OSM + Microsoft)"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.building.bundle""]}"
catalog.earthquake.road,data_source,数据源,Earthquake Road Bundle (OSM + Microsoft),Earthquake Road Bundle (OSM + Microsoft) 是 catalog 类型数据源，支持 dt.road.bundle；适用灾种 earthquake、generic，质量评分为 0.85，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""earthquake"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 96, ""freshness_score"": 0.7, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/roads/OSM"", ""Data/roads/Microsoft""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""reference_boundary"": ""secondary_reference_now"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.road"", ""catalog.earthquake.road"", ""catalog.typhoon.road""], ""track_b_implementation_goal"": ""Upgrade the current OSM-only road baseline to a dual-source national path with Microsoft road as the Task 6 reference candidate and Overture kept as compatibility-only."", ""track_b_manual_preload_source_ids"": [""raw.overture.road""], ""track_b_official_remote_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""track_b_reservation_only_source_ids"": [""raw.overture.transportation""], ""track_b_theme"": ""road""}, ""quality_score"": 0.85, ""quality_tier"": ""curated"", ""source_id"": ""catalog.earthquake.road"", ""source_kind"": ""catalog"", ""source_name"": ""Earthquake Road Bundle (OSM + Microsoft)"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""road""], ""supported_types"": [""dt.road.bundle""]}"
